Data from emission_pump_1100nm_signal_1500nm_QEP037791__0__14-37-35-407.txt Node

Date: Thu Sep 11 14:37:35 BST 2025
User: EGI3ZEZ
Spectrometer: QEP03779
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
197.204	16.12
197.993	-0.88
198.782	-1.88
199.571	-4.88
200.359	0.12
201.148	1.12
201.936	2.12
202.725	3.12
203.513	-1.88
204.301	0.12
205.09	3.12
205.878	-1.88
206.666	3.12
207.454	2.12
208.242	1.12
209.03	2.12
209.818	-0.88
210.605	0.12
211.393	7.12
212.181	1.12
212.968	-0.88
213.756	2.12
214.543	1.12
215.33	0.12
216.118	2.12
216.905	0.12
217.692	1.12
218.479	1.12
219.266	3.12
220.053	-0.88
220.84	1.12
221.627	1.12
222.413	6.12
223.2	1.12
223.987	-2.88
224.773	3.12
225.56	2.12
226.346	0.12
227.132	3.12
227.918	4.12
228.705	-1.88
229.491	-1.88
230.277	1.12
231.063	0.12
231.849	1.12
232.635	1.12
233.42	5.12
234.206	4.12
234.992	2.12
235.777	1.12
236.563	-1.88
237.348	2.12
238.134	4.12
238.919	3.12
239.704	1.12
240.489	3.12
241.274	0.12
242.059	3.12
242.844	1.12
243.629	2.12
244.414	2.12
245.199	6.12
245.983	-1.88
246.768	3.12
247.553	1.12
248.337	2.12
249.121	6.12
249.906	3.12
250.69	0.12
251.474	2.12
252.258	2.12
253.042	0.12
253.826	2.12
254.61	3.12
255.394	4.12
256.178	1.12
256.962	2.12
257.745	3.12
258.529	2.12
259.313	3.12
260.096	3.12
260.879	1.12
261.663	0.12
262.446	4.12
263.229	1.12
264.012	4.12
264.795	0.12
265.578	2.12
266.361	-2.88
267.144	3.12
267.927	3.12
268.709	5.12
269.492	1.12
270.275	4.12
271.057	3.12
271.839	-0.88
272.622	1.12
273.404	3.12
274.186	0.12
274.969	1.12
275.751	4.12
276.533	1.12
277.315	4.12
278.096	0.12
278.878	0.12
279.66	2.12
280.442	2.12
281.223	3.12
282.005	3.12
282.786	1.12
283.568	2.12
284.349	1.12
285.13	2.12
285.911	1.12
286.693	2.12
287.474	2.12
288.255	1.12
289.035	1.12
289.816	0.12
290.597	4.12
291.378	4.12
292.158	4.12
292.939	-0.88
293.72	2.12
294.5	4.12
295.28	2.12
296.061	5.12
296.841	4.12
297.621	2.12
298.401	2.12
299.181	0.12
299.961	-0.88
300.741	4.12
301.521	6.12
302.301	2.12
303.08	-0.88
303.86	6.12
304.639	-0.88
305.419	0.12
306.198	3.12
306.978	4.12
307.757	4.12
308.536	6.12
309.315	5.12
310.094	2.12
310.873	3.12
311.652	5.12
312.431	2.12
313.21	0.12
313.988	-0.88
314.767	2.12
315.546	2.12
316.324	5.12
317.103	-2.88
317.881	3.12
318.659	1.12
319.438	3.12
320.216	7.12
320.994	1.12
321.772	0.12
322.55	6.12
323.328	2.12
324.106	-2.88
324.883	6.12
325.661	2.12
326.439	-1.88
327.216	4.12
327.994	-1.88
328.771	-0.88
329.548	1.12
330.326	0.12
331.103	0.12
331.88	-1.88
332.657	3.12
333.434	4.12
334.211	1.12
334.988	3.12
335.765	-1.88
336.541	3.12
337.318	3.12
338.094	4.12
338.871	3.12
339.647	0.12
340.424	6.12
341.2	-0.88
341.976	8.12
342.753	-0.88
343.529	4.12
344.305	1.12
345.081	3.12
345.856	1.12
346.632	2.12
347.408	0.12
348.184	4.12
348.959	4.12
349.735	3.12
350.51	2.12
351.286	2.12
352.061	1.12
352.836	3.12
353.612	-0.88
354.387	2.12
355.162	4.12
355.937	-0.88
356.712	2.12
357.487	3.12
358.261	3.12
359.036	3.12
359.811	2.12
360.585	7.12
361.36	3.12
362.134	5.12
362.909	3.12
363.683	1.12
364.457	2.12
365.231	5.12
366.005	-1.88
366.779	2.12
367.553	1.12
368.327	1.12
369.101	1.12
369.875	2.12
370.648	2.12
371.422	1.12
372.196	5.12
372.969	0.12
373.742	3.12
374.516	2.12
375.289	-0.88
376.062	1.12
376.835	1.12
377.608	0.12
378.381	3.12
379.154	2.12
379.927	2.12
380.7	2.12
381.473	2.12
382.245	4.12
383.018	1.12
383.79	1.12
384.563	3.12
385.335	4.12
386.107	2.12
386.88	-1.88
387.652	3.12
388.424	2.12
389.196	5.12
389.968	3.12
390.74	1.12
391.511	2.12
392.283	3.12
393.055	0.12
393.826	2.12
394.598	5.12
395.369	2.12
396.141	-2.88
396.912	3.12
397.683	0.12
398.455	-0.88
399.226	3.12
399.997	0.12
400.768	3.12
401.539	0.12
402.309	2.12
403.08	2.12
403.851	1.12
404.621	0.12
405.392	4.12
406.162	1.12
406.933	5.12
407.703	5.12
408.474	0.12
409.244	6.12
410.014	2.12
410.784	2.12
411.554	2.12
412.324	1.12
413.094	0.12
413.863	0.12
414.633	1.12
415.403	2.12
416.172	2.12
416.942	2.12
417.711	4.12
418.481	2.12
419.25	1.12
420.019	3.12
420.788	2.12
421.558	3.12
422.327	1.12
423.095	-2.88
423.864	3.12
424.633	4.12
425.402	1.12
426.171	2.12
426.939	-2.88
427.708	3.12
428.476	2.12
429.245	5.12
430.013	2.12
430.781	-1.88
431.549	4.12
432.317	4.12
433.085	1.12
433.853	3.12
434.621	5.12
435.389	1.12
436.157	6.12
436.925	2.12
437.692	4.12
438.46	7.12
439.227	5.12
439.995	2.12
440.762	4.12
441.529	2.12
442.297	3.12
443.064	0.12
443.831	-0.88
444.598	4.12
445.365	1.12
446.132	2.12
446.898	4.12
447.665	4.12
448.432	4.12
449.198	3.12
449.965	0.12
450.731	1.12
451.498	-0.88
452.264	2.12
453.03	7.12
453.796	4.12
454.562	4.12
455.328	5.12
456.094	6.12
456.86	2.12
457.626	3.12
458.392	3.12
459.157	1.12
459.923	6.12
460.689	3.12
461.454	2.12
462.219	4.12
462.985	0.12
463.75	3.12
464.515	6.12
465.28	2.12
466.045	7.12
466.81	1.12
467.575	3.12
468.34	5.12
469.105	-0.88
469.869	3.12
470.634	7.12
471.399	1.12
472.163	2.12
472.927	-2.88
473.692	2.12
474.456	2.12
475.22	1.12
475.984	3.12
476.748	3.12
477.512	-0.88
478.276	5.12
479.04	1.12
479.804	2.12
480.568	4.12
481.331	2.12
482.095	9.12
482.858	4.12
483.622	2.12
484.385	5.12
485.148	4.12
485.912	4.12
486.675	5.12
487.438	7.12
488.201	7.12
488.964	4.12
489.727	5.12
490.489	2.12
491.252	4.12
492.015	5.12
492.777	4.12
493.54	12.12
494.302	7.12
495.065	10.12
495.827	7.12
496.589	7.12
497.351	10.12
498.114	6.12
498.876	7.12
499.637	5.12
500.399	11.12
501.161	6.12
501.923	8.12
502.685	5.12
503.446	10.12
504.208	6.12
504.969	12.12
505.731	14.12
506.492	7.12
507.253	8.12
508.014	9.12
508.775	9.12
509.536	9.12
510.297	11.12
511.058	11.12
511.819	10.12
512.58	14.12
513.341	13.12
514.101	12.12
514.862	14.12
515.622	16.12
516.383	14.12
517.143	14.12
517.903	18.12
518.663	12.12
519.423	12.12
520.184	15.12
520.944	23.12
521.703	20.12
522.463	25.12
523.223	28.12
523.983	26.12
524.742	28.12
525.502	35.12
526.261	31.12
527.021	34.12
527.78	41.12
528.539	38.12
529.299	38.12
530.058	48.12
530.817	51.12
531.576	48.12
532.335	52.12
533.094	55.12
533.852	56.12
534.611	61.12
535.37	60.12
536.128	51.12
536.887	62.12
537.645	66.12
538.404	71.12
539.162	83.12
539.92	97.12
540.678	146.12
541.436	289.12
542.194	457.12
542.952	668.12
543.71	1915.12
544.468	3661.12
545.226	3376.12
545.983	4339.12
546.741	10064.12
547.498	11593.12
548.256	7049.12
549.013	9914.12
549.77	15674.12
550.528	10909.12
551.285	4936.12
552.042	6357.12
552.799	6750.12
553.556	3176.12
554.313	1090.12
555.069	1048.12
555.826	768.12
556.583	275.12
557.339	104.12
558.096	74.12
558.852	46.12
559.609	31.12
560.365	27.12
561.121	26.12
561.877	18.12
562.634	20.12
563.39	19.12
564.146	13.12
564.901	17.12
565.657	13.12
566.413	14.12
567.169	13.12
567.924	10.12
568.68	10.12
569.435	7.12
570.191	8.12
570.946	11.12
571.701	8.12
572.456	10.12
573.211	13.12
573.966	5.12
574.721	13.12
575.476	10.12
576.231	12.12
576.986	9.12
577.741	11.12
578.495	12.12
579.25	11.12
580.004	13.12
580.759	16.12
581.513	19.12
582.267	21.12
583.021	19.12
583.775	22.12
584.529	19.12
585.283	23.12
586.037	21.12
586.791	26.12
587.545	19.12
