Data from emission_pump_900nm_signal_1550nm_QEP037791__0__14-21-42-192.txt Node

Date: Thu Sep 11 14:21:42 BST 2025
User: EGI3ZEZ
Spectrometer: QEP03779
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
197.204	16.62
197.993	0.62
198.782	-1.38
199.571	-2.38
200.359	-2.38
201.148	-0.38
201.936	0.62
202.725	-1.38
203.513	2.62
204.301	0.62
205.09	1.62
205.878	0.62
206.666	1.62
207.454	0.62
208.242	-2.38
209.03	1.62
209.818	-1.38
210.605	-2.38
211.393	-1.38
212.181	-3.38
212.968	3.62
213.756	0.62
214.543	4.62
215.33	-2.38
216.118	-1.38
216.905	1.62
217.692	5.62
218.479	-3.38
219.266	1.62
220.053	2.62
220.84	2.62
221.627	2.62
222.413	2.62
223.2	-2.38
223.987	0.62
224.773	1.62
225.56	1.62
226.346	-0.38
227.132	-0.38
227.918	0.62
228.705	-1.38
229.491	1.62
230.277	3.62
231.063	2.62
231.849	0.62
232.635	-0.38
233.42	2.62
234.206	0.62
234.992	-0.38
235.777	-2.38
236.563	0.62
237.348	0.62
238.134	-1.38
238.919	0.62
239.704	3.62
240.489	-2.38
241.274	2.62
242.059	-0.38
242.844	-0.38
243.629	1.62
244.414	2.62
245.199	1.62
245.983	1.62
246.768	4.62
247.553	0.62
248.337	0.62
249.121	-2.38
249.906	-1.38
250.69	2.62
251.474	-0.38
252.258	0.62
253.042	3.62
253.826	-0.38
254.61	2.62
255.394	0.62
256.178	0.62
256.962	-0.38
257.745	-3.38
258.529	2.62
259.313	2.62
260.096	-5.38
260.879	-0.38
261.663	2.62
262.446	-3.38
263.229	0.62
264.012	0.62
264.795	-0.38
265.578	-0.38
266.361	0.62
267.144	2.62
267.927	-3.38
268.709	-1.38
269.492	-1.38
270.275	3.62
271.057	1.62
271.839	4.62
272.622	-0.38
273.404	3.62
274.186	0.62
274.969	1.62
275.751	1.62
276.533	3.62
277.315	4.62
278.096	2.62
278.878	-2.38
279.66	-2.38
280.442	-2.38
281.223	0.62
282.005	0.62
282.786	-0.38
283.568	-0.38
284.349	4.62
285.13	0.62
285.911	2.62
286.693	3.62
287.474	3.62
288.255	-1.38
289.035	3.62
289.816	-1.38
290.597	0.62
291.378	2.62
292.158	-1.38
292.939	5.62
293.72	0.62
294.5	-0.38
295.28	-0.38
296.061	-0.38
296.841	4.62
297.621	-0.38
298.401	-3.38
299.181	4.62
299.961	-1.38
300.741	1.62
301.521	0.62
302.301	3.62
303.08	3.62
303.86	-0.38
304.639	1.62
305.419	0.62
306.198	3.62
306.978	-0.38
307.757	-0.38
308.536	-0.38
309.315	-0.38
310.094	-1.38
310.873	4.62
311.652	-0.38
312.431	2.62
313.21	-1.38
313.988	-0.38
314.767	3.62
315.546	2.62
316.324	2.62
317.103	0.62
317.881	-0.38
318.659	1.62
319.438	-0.38
320.216	0.62
320.994	4.62
321.772	0.62
322.55	4.62
323.328	2.62
324.106	1.62
324.883	0.62
325.661	0.62
326.439	0.62
327.216	-1.38
327.994	4.62
328.771	-0.38
329.548	5.62
330.326	-1.38
331.103	1.62
331.88	-0.38
332.657	0.62
333.434	-1.38
334.211	-2.38
334.988	-0.38
335.765	0.62
336.541	2.62
337.318	1.62
338.094	0.62
338.871	-1.38
339.647	-0.38
340.424	6.62
341.2	3.62
341.976	2.62
342.753	2.62
343.529	0.62
344.305	1.62
345.081	-0.38
345.856	5.62
346.632	-3.38
347.408	4.62
348.184	5.62
348.959	3.62
349.735	0.62
350.51	2.62
351.286	1.62
352.061	6.62
352.836	1.62
353.612	-1.38
354.387	-0.38
355.162	-1.38
355.937	-0.38
356.712	4.62
357.487	0.62
358.261	1.62
359.036	1.62
359.811	4.62
360.585	3.62
361.36	-3.38
362.134	4.62
362.909	-2.38
363.683	3.62
364.457	2.62
365.231	2.62
366.005	1.62
366.779	-1.38
367.553	-3.38
368.327	0.62
369.101	3.62
369.875	4.62
370.648	-2.38
371.422	-1.38
372.196	0.62
372.969	-0.38
373.742	-1.38
374.516	-0.38
375.289	1.62
376.062	0.62
376.835	-1.38
